onset	duration	trial_type	stimfile
0.02	15	nullosevent	room4_cond0_B.mov
15.09	2.5	room6	room6_cond7_A.mov
18.12	3.5	nullosevent	room7_cond0_B.mov
21.07	2.5	room2	room2_cond10_A.mov
24.07	3.5	nullosevent	room8_cond0_B.mov
27.08	2.5	room3	room3_cond6_A.mov
30.1	3.5	nullosevent	room5_cond0_B.mov
33.08	2.5	room1	room1_cond8_A.mov
36.1	3.5	nullosevent	room3_cond0_B.mov
39.07	2.5	room5	room5_cond4_A.mov
42.09	5.5	nullosevent	room4_cond0_B.mov
47.08	2.5	room2	room2_cond5_A.mov
50.11	7.5	nullosevent	room6_cond0_B.mov
57.08	2.5	room8	room8_cond12_A_right.mov
60.07	3.5	nullosevent	room7_cond0_B.mov
63.07	2.5	room1	room1_cond9_A.mov
66.09	3.5	nullosevent	room4_cond0_B.mov
69.07	2.5	room3	room3_cond2_A.mov
72.11	3.5	nullosevent	room8_cond0_B.mov
75.07	2.5	room2	room2_cond11_A_left.mov
78.1	9.5	nullosevent	room5_cond0_B.mov
87.07	2.5	room7	room7_cond3_A.mov
90.05	3.5	nullosevent	room6_cond0_B.mov
93.07	2.5	onebacktril	room7_cond3_A.mov
96.07	3.5	nullosevent	room6_cond0_B.mov
99.07	2.5	room7	room7_cond13_A_left.mov
102.07	3.5	nullosevent	room1_cond0_B.mov
105.07	2.5	room8	room8_cond6_A.mov
108.09	3.5	nullosevent	room4_cond0_B.mov
111.07	2.5	room3	room3_cond10_A.mov
114.1	5.5	nullosevent	room5_cond0_B.mov
119.07	2.5	room2	room2_cond9_A.mov
122.1	9.5	nullosevent	room8_cond0_B.mov
131.08	2.5	room4	room4_cond13_A_left.mov
134.07	3.5	nullosevent	room1_cond0_B.mov
137.07	2.5	room5	room5_cond9_A.mov
140.09	3.5	nullosevent	room7_cond0_B.mov
143.08	2.5	room3	room3_cond5_A.mov
146.1	7.5	nullosevent	room6_cond0_B.mov
153.08	2.5	room2	room2_cond1_A.mov
156.09	3.5	nullosevent	room3_cond0_B.mov
159.07	2.5	room1	room1_cond6_A.mov
162.11	3.5	nullosevent	room6_cond0_B.mov
