onset	duration	trial_type	stimfile
0.03	15	nullosevent	room7_cond0_B.mov
15.49	2.5	room2	room2_cond7_A.mov
18.56	3.5	nullosevent	room8_cond0_B.mov
21.08	2.5	room6	room6_cond10_A.mov
24.1	3.5	nullosevent	room5_cond0_B.mov
27.08	2.5	room1	room1_cond6_A.mov
30.11	3.5	nullosevent	room4_cond0_B.mov
33.08	2.5	room3	room3_cond8_A.mov
36.08	3.5	nullosevent	room5_cond0_B.mov
39.08	2.5	room2	room2_cond4_A.mov
42.09	5.5	nullosevent	room3_cond0_B.mov
47.08	2.5	room8	room8_cond5_A.mov
50.06	7.5	nullosevent	room1_cond0_B.mov
57.08	2.5	room6	room6_cond12_A_right.mov
60.08	3.5	nullosevent	room7_cond0_B.mov
63.08	2.5	room4	room4_cond9_A.mov
66.08	3.5	nullosevent	room3_cond0_B.mov
69.08	2.5	room4	room4_cond2_A.mov
72.06	3.5	nullosevent	room1_cond0_B.mov
75.08	2.5	room2	room2_cond11_A_left.mov
78.09	9.5	nullosevent	room6_cond0_B.mov
87.08	2.5	room8	room8_cond3_A.mov
90.1	3.5	nullosevent	room7_cond0_B.mov
93.07	2.5	onebacktril	room8_cond3_A.mov
96.09	3.5	nullosevent	room2_cond0_B.mov
99.08	2.5	room1	room1_cond13_A_left.mov
102.07	3.5	nullosevent	room3_cond0_B.mov
105.08	2.5	room8	room8_cond6_A.mov
108.09	3.5	nullosevent	room6_cond0_B.mov
111.07	2.5	room7	room7_cond10_A.mov
114.1	5.5	nullosevent	room4_cond0_B.mov
119.07	2.5	room5	room5_cond9_A.mov
122.1	9.5	nullosevent	room8_cond0_B.mov
131.08	2.5	room6	room6_cond13_A_left.mov
134.09	3.5	nullosevent	room4_cond0_B.mov
137.08	2.5	room1	room1_cond9_A.mov
140.09	3.5	nullosevent	room3_cond0_B.mov
143.08	2.5	room2	room2_cond5_A.mov
146.09	7.5	nullosevent	room5_cond0_B.mov
153.07	2.5	room7	room7_cond1_A.mov
156.11	3.5	nullosevent	room6_cond0_B.mov
159.07	2.5	room4	room4_cond6_A.mov
162.09	3.5	nullosevent	room3_cond0_B.mov
165.07	2.5	room8	room8_cond11_A_left.mov
168.09	3.5	nullosevent	room5_cond0_B.mov
171.07	2.5	room1	room1_cond13_A_left.mov
174.06	3.5	nullosevent	room2_cond0_B.mov
177.07	2.5	room7	room7_cond14_A_right.mov
180.1	5.5	nullosevent	room4_cond0_B.mov
185.07	2.5	room2	room2_cond7_A.mov
188.11	3.5	nullosevent	room6_cond0_B.mov
191.08	2.5	room1	room1_cond12_A_right.mov
194.07	5.5	nullosevent	room7_cond0_B.mov
199.07	2.5	room8	room8_cond7_A.mov
202.06	7.5	nullosevent	room3_cond0_B.mov
209.07	2.5	room5	room5_cond8_A.mov
212.06	5.5	nullosevent	room7_cond0_B.mov
217.01	2.5	fix	fix
219.51	3.5	nullosevent	room4_cond0_B.mov
223.08	2.5	room8	room8_cond4_A.mov
226.11	5.5	nullosevent	room1_cond0_B.mov
231.01	2.5	fix	fix
233.51	3.5	nullosevent	room6_cond0_B.mov
237.08	2.5	room5	room5_cond10_A.mov
240.09	3.5	nullosevent	room1_cond0_B.mov
243.08	2.5	room7	room7_cond4_A.mov
246.11	5.5	nullosevent	room4_cond0_B.mov
251.07	2.5	room2	room2_cond14_A_right.mov
254.11	3.5	nullosevent	room8_cond0_B.mov
257.07	2.5	room3	room3_cond8_A.mov
260.07	3.5	nullosevent	room5_cond0_B.mov
263.07	2.5	room6	room6_cond5_A.mov
266.09	5.5	nullosevent	room6_cond0_B.mov
271.01	2.5	fix	fix
273.51	7.5	nullosevent	room8_cond0_B.mov
281.07	2.5	room4	room4_cond3_A.mov
284.11	3.5	nullosevent	room3_cond0_B.mov
287.09	2.5	room1	room1_cond11_A_left.mov
290.1	3.5	nullosevent	room2_cond0_B.mov
293.07	2.5	room5	room5_cond2_A.mov
296.1	3.5	nullosevent	room3_cond0_B.mov
299.09	2.5	room8	room8_cond14_A_right.mov
302.12	3.5	nullosevent	room7_cond0_B.mov
305.08	2.5	room4	room4_cond5_A.mov
308.1	3.5	nullosevent	room2_cond0_B.mov
311.07	2.5	onebacktril	room4_cond5_A.mov
314.1	3.5	nullosevent	room1_cond0_B.mov
317.08	2.5	room5	room5_cond3_A.mov
320.1	3.5	nullosevent	room2_cond0_B.mov
323.09	2.5	room5	room5_cond7_A.mov
326.11	3.5	nullosevent	room1_cond0_B.mov
329.09	2.5	room3	room3_cond2_A.mov
332.11	3.5	nullosevent	room8_cond0_B.mov
335.07	2.5	room4	room4_cond1_A.mov
338.09	3.5	nullosevent	room6_cond0_B.mov
341.09	2.5	room7	room7_cond10_A.mov
344.11	3.5	nullosevent	room8_cond0_B.mov
347.07	2.5	room2	room2_cond11_A_left.mov
350.11	7.5	nullosevent	room6_cond0_B.mov
357.07	2.5	room7	room7_cond4_A.mov
360.11	5.5	nullosevent	room4_cond0_B.mov
365.07	2.5	room1	room1_cond12_A_right.mov
368.05	3.5	nullosevent	room5_cond0_B.mov
371.07	2.5	room3	room3_cond1_A.mov
374.1	3.5	nullosevent	room6_cond0_B.mov
377.09	2.5	room3	room3_cond14_A_right.mov
380.09	3.5	nullosevent	room1_cond0_B.mov
383.07	2.5	room8	room8_cond9_A.mov
386.1	5.5	nullosevent	room5_cond0_B.mov
391.09	2.5	room2	room2_cond3_A.mov
394.07	3.5	nullosevent	room4_cond0_B.mov
397.08	2.5	room7	room7_cond1_A.mov
400.1	3.5	nullosevent	room4_cond0_B.mov
403.08	2.5	room8	room8_cond8_A.mov
406.07	3.5	nullosevent	room1_cond0_B.mov
409.09	2.5	room7	room7_cond13_A_left.mov
412.08	5.5	nullosevent	room2_cond0_B.mov
417.07	2.5	onebacktril	room7_cond13_A_left.mov
420.06	5.5	nullosevent	room5_cond0_B.mov
425.08	2.5	room6	room6_cond12_A_right.mov
428.06	3.5	nullosevent	room8_cond0_B.mov
431.09	2.5	room2	room2_cond6_A.mov
434.11	3.5	nullosevent	room4_cond0_B.mov
437.09	2.5	room7	room7_cond2_A.mov
