onset	duration	trial_type	stimfile
0.00014737	15.014	fixation	unknown.txt
15.018	15.042	scramobj	unknown.txt
30.062	15.084	objects	unknown.txt
45.148	15.037	scenes	unknown.txt
60.187	15.054	faces	unknown.txt
75.244	15.007	fixation	unknown.txt
90.253	15.034	faces	unknown.txt
105.29	15.029	scenes	unknown.txt
120.32	15.006	scramobj	unknown.txt
135.33	15.054	objects	unknown.txt
150.38	15.003	fixation	unknown.txt
165.39	15.047	objects	unknown.txt
180.44	15.008	scramobj	unknown.txt
195.45	15.027	scenes	unknown.txt
210.48	15.031	faces	unknown.txt
225.51	15.014	fixation	unknown.txt
240.53	15.025	faces	unknown.txt
255.56	15.033	scenes	unknown.txt
270.59	15.078	objects	unknown.txt
285.68	15.008	scramobj	unknown.txt
300.69	15.01	fixation	unknown.txt
