onset	duration	trial_type	stimfile
0.00017115	15.013	fixation	unknown.txt
15.017	15.032	faces	unknown.txt
30.05	15.023	scenes	unknown.txt
45.076	15.05	objects	unknown.txt
60.128	15.009	scramobj	unknown.txt
75.138	15.012	fixation	unknown.txt
90.154	15.005	scramobj	unknown.txt
105.16	15.025	objects	unknown.txt
120.19	15.028	faces	unknown.txt
135.22	15.042	scenes	unknown.txt
150.26	15.009	fixation	unknown.txt
165.27	15.023	scenes	unknown.txt
180.3	15.044	faces	unknown.txt
195.35	15.048	objects	unknown.txt
210.4	15.016	scramobj	unknown.txt
225.41	15.01	fixation	unknown.txt
240.43	15.007	scramobj	unknown.txt
255.44	15.054	objects	unknown.txt
270.49	15.026	scenes	unknown.txt
285.52	15.022	faces	unknown.txt
300.55	15.014	fixation	unknown.txt
