onset	duration	trial_type	stimfile
0.03	15	nullosevent	room2_cond0_B.mov
15.01	2.5	room6	room6_cond2_A.mov
18.04	3.5	nullosevent	room8_cond0_B.mov
21.01	2.5	room3	room3_cond10_A.mov
24.02	7.5	nullosevent	room7_cond0_B.mov
31.02	2.5	room1	room1_cond13_A_left.mov
34	5.5	nullosevent	room4_cond0_B.mov
39.02	2.5	room5	room5_cond3_A.mov
42.04	3.5	nullosevent	room7_cond0_B.mov
45.02	2.5	room6	room6_cond11_A_left.mov
48.03	3.5	nullosevent	room2_cond0_B.mov
51.02	2.5	room8	room8_cond5_A.mov
54	5.5	nullosevent	room3_cond0_B.mov
59.02	2.5	room1	room1_cond3_A.mov
62	7.5	nullosevent	room5_cond0_B.mov
69.01	2.5	room4	room4_cond5_A.mov
72.05	3.5	nullosevent	room8_cond0_B.mov
75.01	2.5	room6	room6_cond13_A_left.mov
78.03	3.5	nullosevent	room3_cond0_B.mov
81.01	2.5	room7	room7_cond2_A.mov
84.05	5.5	nullosevent	room4_cond0_B.mov
89.01	2.5	fix	fix
91.51	3.5	nullosevent	room2_cond0_B.mov
95.01	2.5	room5	room5_cond10_A.mov
98.03	3.5	nullosevent	room7_cond0_B.mov
101.01	2.5	room6	room6_cond6_A.mov
104.04	3.5	nullosevent	room1_cond0_B.mov
107.01	2.5	room2	room2_cond7_A.mov
110.04	3.5	nullosevent	room8_cond0_B.mov
113.01	2.5	room4	room4_cond8_A.mov
116.01	3.5	nullosevent	room5_cond0_B.mov
119.02	2.5	room3	room3_cond9_A.mov
122.01	5.5	nullosevent	room5_cond0_B.mov
127.02	2.5	room3	room3_cond8_A.mov
130	3.5	nullosevent	room2_cond0_B.mov
133.02	2.5	room1	room1_cond3_A.mov
136	3.5	nullosevent	room8_cond0_B.mov
139.02	2.5	room4	room4_cond9_A.mov
142	3.5	nullosevent	room7_cond0_B.mov
145.02	2.5	room6	room6_cond12_A_right.mov
148	3.5	nullosevent	room8_cond0_B.mov
151.02	2.5	room5	room5_cond7_A.mov
154.03	3.5	nullosevent	room3_cond0_B.mov
157.02	2.5	room1	room1_cond2_A.mov
160.03	9.5	nullosevent	room6_cond0_B.mov
169.01	2.5	room4	room4_cond5_A.mov
172.03	3.5	nullosevent	room2_cond0_B.mov
175.01	2.5	fix	fix
177.51	3.5	nullosevent	room1_cond0_B.mov
181.01	2.5	room3	room3_cond4_A.mov
184.04	3.5	nullosevent	room8_cond0_B.mov
187.01	2.5	room5	room5_cond7_A.mov
190.03	3.5	nullosevent	room6_cond0_B.mov
193.01	2.5	room7	room7_cond9_A.mov
196.04	3.5	nullosevent	room2_cond0_B.mov
199.01	2.5	room4	room4_cond4_A.mov
202.04	3.5	nullosevent	room5_cond0_B.mov
205.01	2.5	room4	room4_cond9_A.mov
208.01	7.5	nullosevent	room7_cond0_B.mov
215.02	2.5	room3	room3_cond1_A.mov
218.04	7.5	nullosevent	room8_cond0_B.mov
225.02	2.5	room1	room1_cond14_A_right.mov
228.04	3.5	nullosevent	room2_cond0_B.mov
231.02	2.5	room6	room6_cond1_A.mov
234.04	5.5	nullosevent	room4_cond0_B.mov
239.02	2.5	room2	room2_cond11_A_left.mov
242.03	3.5	nullosevent	room6_cond0_B.mov
245.02	2.5	room3	room3_cond12_A_right.mov
248.03	7.5	nullosevent	room1_cond0_B.mov
255.02	2.5	room5	room5_cond14_A_right.mov
258.03	3.5	nullosevent	room8_cond0_B.mov
261.01	2.5	room7	room7_cond8_A.mov
264.05	5.5	nullosevent	room5_cond0_B.mov
269.01	2.5	room2	room2_cond13_A_left.mov
272.01	7.5	nullosevent	room1_cond0_B.mov
279.01	2.5	room3	room3_cond10_A.mov
282.04	3.5	nullosevent	room6_cond0_B.mov
285.01	2.5	onebacktril	room3_cond10_A.mov
288.04	3.5	nullosevent	room7_cond0_B.mov
291.01	2.5	room4	room4_cond1_A.mov
294.04	3.5	nullosevent	room5_cond0_B.mov
297.01	2.5	room1	room1_cond7_A.mov
299.99	3.5	nullosevent	room7_cond0_B.mov
303.02	2.5	room6	room6_cond4_A.mov
306.02	3.5	nullosevent	room4_cond0_B.mov
309.01	2.5	room8	room8_cond8_A.mov
312.01	5.5	nullosevent	room3_cond0_B.mov
317.02	2.5	room2	room2_cond10_A.mov
320	5.5	nullosevent	room1_cond0_B.mov
325	2.5	fix	fix
327.5	5.5	nullosevent	room4_cond0_B.mov
333.02	2.5	room2	room2_cond6_A.mov
336.03	3.5	nullosevent	room6_cond0_B.mov
339.02	2.5	room3	room3_cond14_A_right.mov
342.03	3.5	nullosevent	room8_cond0_B.mov
345.02	2.5	onebacktril	room3_cond14_A_right.mov
348.05	3.5	nullosevent	room2_cond0_B.mov
351.02	2.5	room4	room4_cond6_A.mov
354.05	3.5	nullosevent	room8_cond0_B.mov
357.01	2.5	room6	room6_cond11_A_left.mov
360.03	5.5	nullosevent	room3_cond0_B.mov
365.01	2.5	room7	room7_cond4_A.mov
368.03	3.5	nullosevent	room5_cond0_B.mov
371.01	2.5	room1	room1_cond12_A_right.mov
374.01	3.5	nullosevent	room3_cond0_B.mov
377.01	2.5	room8	room8_cond6_A.mov
380.03	3.5	nullosevent	room6_cond0_B.mov
383.01	2.5	room7	room7_cond3_A.mov
386.01	3.5	nullosevent	room1_cond0_B.mov
389.01	2.5	onebacktril	room7_cond3_A.mov
392.01	3.5	nullosevent	room4_cond0_B.mov
395.01	2.5	room5	room5_cond12_A_right.mov
398.01	5.5	nullosevent	room6_cond0_B.mov
403.02	2.5	room8	room8_cond11_A_left.mov
406.04	3.5	nullosevent	room7_cond0_B.mov
409.01	2.5	onebacktril	room8_cond11_A_left.mov
412.04	3.5	nullosevent	room1_cond0_B.mov
415	2.5	fix	fix
417.5	7.5	nullosevent	room2_cond0_B.mov
425.02	2.5	room3	room3_cond14_A_right.mov
428.04	3.5	nullosevent	room6_cond0_B.mov
431.02	2.5	room4	room4_cond5_A.mov
434.03	3.5	nullosevent	room8_cond0_B.mov
437.02	2.5	room2	room2_cond2_A.mov
440.03	3.5	nullosevent	room3_cond0_B.mov
443.02	2.5	room7	room7_cond13_A_left.mov
446	3.5	nullosevent	room5_cond0_B.mov
449.02	2.5	room1	room1_cond1_A.mov
452	3.5	nullosevent	room1_cond0_B.mov
455.01	15	nullosevent	room4_cond0_A.mov
