onset	duration	trial_type	stimfile
0.00051757	15.016	fixation	unknown.txt
15.021	15.031	scenes	unknown.txt
30.054	15.005	scramobj	unknown.txt
45.061	15.076	objects	unknown.txt
60.138	15.031	faces	unknown.txt
75.171	15.016	fixation	unknown.txt
90.19	15.055	objects	unknown.txt
105.25	15.03	scenes	unknown.txt
120.28	15.028	faces	unknown.txt
135.31	15.004	scramobj	unknown.txt
150.31	15.016	fixation	unknown.txt
165.34	15.005	scramobj	unknown.txt
180.34	15.027	faces	unknown.txt
195.37	15.028	scenes	unknown.txt
210.4	15.06	objects	unknown.txt
225.46	15.017	fixation	unknown.txt
240.49	15.027	faces	unknown.txt
255.51	15.03	objects	unknown.txt
270.55	15.004	scramobj	unknown.txt
285.55	15.039	scenes	unknown.txt
300.6	15.019	fixation	unknown.txt
