onset	duration	trial_type	stimfile
0.00026831	15.014	fixation	unknown.txt
15.017	15.055	faces	unknown.txt
30.074	15.044	objects	unknown.txt
45.12	15.009	scramobj	unknown.txt
60.131	15.025	scenes	unknown.txt
75.159	15.011	fixation	unknown.txt
90.174	15.005	scramobj	unknown.txt
105.18	15.027	faces	unknown.txt
120.21	15.125	objects	unknown.txt
135.34	15.027	scenes	unknown.txt
150.37	15.004	fixation	unknown.txt
165.37	15.034	scenes	unknown.txt
180.41	15.054	objects	unknown.txt
195.47	15.021	faces	unknown.txt
210.49	15.004	scramobj	unknown.txt
225.5	15.012	fixation	unknown.txt
240.51	15.033	scenes	unknown.txt
255.55	15.004	scramobj	unknown.txt
270.55	15.046	objects	unknown.txt
285.6	15.036	faces	unknown.txt
300.64	15.01	fixation	unknown.txt
