onset	duration	trial_type	stimfile
0.0011221	15.016	fixation	unknown.txt
15.023	15.034	objects	unknown.txt
30.06	15.027	scenes	unknown.txt
45.089	15.005	scramobj	unknown.txt
60.095	15.029	faces	unknown.txt
75.126	15.008	fixation	unknown.txt
90.138	15.025	scenes	unknown.txt
105.17	15.08	objects	unknown.txt
120.25	15.023	faces	unknown.txt
135.27	15.004	scramobj	unknown.txt
150.28	15.017	fixation	unknown.txt
165.3	15.004	scramobj	unknown.txt
180.31	15.026	faces	unknown.txt
195.34	15.09	objects	unknown.txt
210.43	15.03	scenes	unknown.txt
225.47	15.014	fixation	unknown.txt
240.49	15.026	faces	unknown.txt
255.51	15.004	scramobj	unknown.txt
270.52	15.033	scenes	unknown.txt
285.56	15.042	objects	unknown.txt
300.6	15.008	fixation	unknown.txt
