onset	duration	trial_type	stimfile
0.01	15	nullosevent	room3_cond0_B.mov
15.07	2.5	room2	room2_cond6_A.mov
18.14	5.5	nullosevent	room4_cond0_B.mov
23.07	2.5	room8	room8_cond3_A.mov
26.1	5.5	nullosevent	room6_cond0_B.mov
31.08	2.5	room1	room1_cond4_A.mov
34.07	3.5	nullosevent	room7_cond0_B.mov
37.08	2.5	room5	room5_cond7_A.mov
40.1	3.5	nullosevent	room6_cond0_B.mov
43.07	2.5	room8	room8_cond5_A.mov
46.07	5.5	nullosevent	room5_cond0_B.mov
51.07	2.5	room7	room7_cond11_A_left.mov
54.1	3.5	nullosevent	room3_cond0_B.mov
57.08	2.5	room2	room2_cond2_A.mov
60.1	5.5	nullosevent	room4_cond0_B.mov
65.08	2.5	room1	room1_cond13_A_left.mov
68.06	3.5	nullosevent	room1_cond0_B.mov
71.08	2.5	room8	room8_cond14_A_right.mov
74.11	3.5	nullosevent	room2_cond0_B.mov
77.08	2.5	onebacktril	room8_cond14_A_right.mov
80.09	3.5	nullosevent	room3_cond0_B.mov
83.08	2.5	room7	room7_cond8_A.mov
86.11	3.5	nullosevent	room5_cond0_B.mov
89.09	2.5	room4	room4_cond2_A.mov
92.07	3.5	nullosevent	room7_cond0_B.mov
95.07	2.5	room2	room2_cond9_A.mov
98.11	5.5	nullosevent	room1_cond0_B.mov
103.07	2.5	room5	room5_cond12_A_right.mov
106.07	5.5	nullosevent	room4_cond0_B.mov
111.07	2.5	room6	room6_cond10_A.mov
114.1	3.5	nullosevent	room3_cond0_B.mov
117.07	2.5	room8	room8_cond9_A.mov
120.1	3.5	nullosevent	room5_cond0_B.mov
123.09	2.5	room7	room7_cond1_A.mov
126.1	3.5	nullosevent	room8_cond0_B.mov
129.07	2.5	room3	room3_cond5_A.mov
132.1	5.5	nullosevent	room1_cond0_B.mov
137.08	2.5	room6	room6_cond9_A.mov
140.09	3.5	nullosevent	room4_cond0_B.mov
143.07	2.5	onebacktril	room6_cond9_A.mov
146.09	9.5	nullosevent	room1_cond0_B.mov
155.09	2.5	room6	room6_cond13_A_left.mov
158.11	3.5	nullosevent	room7_cond0_B.mov
161.08	2.5	room3	room3_cond2_A.mov
164.11	7.5	nullosevent	room5_cond0_B.mov
171.08	2.5	room8	room8_cond12_A_right.mov
174.08	5.5	nullosevent	room4_cond0_B.mov
179.08	2.5	room2	room2_cond9_A.mov
182.1	5.5	nullosevent	room2_cond0_B.mov
187.08	2.5	room4	room4_cond5_A.mov
190.11	3.5	nullosevent	room7_cond0_B.mov
193.08	2.5	room1	room1_cond13_A_left.mov
196.07	3.5	nullosevent	room5_cond0_B.mov
199.02	2.5	fix	fix
201.52	5.5	nullosevent	room6_cond0_B.mov
207.08	2.5	room8	room8_cond6_A.mov
210.1	3.5	nullosevent	room8_cond0_B.mov
213.07	2.5	onebacktril	room8_cond6_A.mov
216.09	3.5	nullosevent	room2_cond0_B.mov
219.09	2.5	room6	room6_cond3_A.mov
222.1	7.5	nullosevent	room1_cond0_B.mov
229.08	2.5	room5	room5_cond11_A_left.mov
232.1	5.5	nullosevent	room4_cond0_B.mov
237.07	2.5	onebacktril	room5_cond11_A_left.mov
240.08	5.5	nullosevent	room6_cond0_B.mov
245.08	2.5	room3	room3_cond11_A_left.mov
248.1	3.5	nullosevent	room2_cond0_B.mov
251.08	2.5	room8	room8_cond6_A.mov
254.1	5.5	nullosevent	room4_cond0_B.mov
259.08	2.5	room5	room5_cond7_A.mov
262.11	5.5	nullosevent	room7_cond0_B.mov
267.08	2.5	room1	room1_cond3_A.mov
270.08	5.5	nullosevent	room4_cond0_B.mov
275.08	2.5	room7	room7_cond7_A.mov
278.07	3.5	nullosevent	room2_cond0_B.mov
281.08	2.5	room1	room1_cond1_A.mov
284.07	3.5	nullosevent	room8_cond0_B.mov
287.08	2.5	room3	room3_cond12_A_right.mov
290.1	3.5	nullosevent	room6_cond0_B.mov
293.08	2.5	room5	room5_cond8_A.mov
296.07	3.5	nullosevent	room2_cond0_B.mov
299.07	2.5	room8	room8_cond1_A.mov
302.1	3.5	nullosevent	room4_cond0_B.mov
305.08	2.5	room6	room6_cond4_A.mov
