onset	duration	trial_type	stimfile
0.0011127	15.013	fixation	unknown.txt
15.019	15.032	scenes	unknown.txt
30.052	15.012	scramobj	unknown.txt
45.066	15.032	faces	unknown.txt
60.099	15.063	objects	unknown.txt
75.164	15.003	fixation	unknown.txt
90.169	15.039	objects	unknown.txt
105.21	15.034	faces	unknown.txt
120.25	15.009	scramobj	unknown.txt
135.26	15.026	scenes	unknown.txt
150.28	15.003	fixation	unknown.txt
165.29	15.023	scenes	unknown.txt
180.31	15.006	scramobj	unknown.txt
195.32	15.035	faces	unknown.txt
210.36	15.064	objects	unknown.txt
225.43	15.013	fixation	unknown.txt
240.44	15.037	objects	unknown.txt
255.48	15.023	faces	unknown.txt
270.51	15.01	scramobj	unknown.txt
285.52	15.027	scenes	unknown.txt
300.55	15.01	fixation	unknown.txt
